,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worldwide_gross_income,metascore,reviews_from_users,reviews_from_critics
13781,tt0065421,The AristoCats,The AristoCats,1970,1971-07-02,"Animation, Adventure, Comedy",78,USA,English,Wolfgang Reitherman,"Larry Clemmons, Vance Gerry",Walt Disney Productions,"Phil Harris, Eva Gabor, Sterling Holloway, Scatman Crothers, Paul Winchell, Lord Tim Hudson, Vito Scotti, Thurl Ravenscroft, Dean Clark, Liz English, Gary Dubin, Nancy Kulp, Pat Buttram, George Lindsey, Monica Evans","With the help of a smooth talking tomcat, a family of Parisian felines set to inherit a fortune from their owner try to make it back home after a jealous butler kidnaps them and leaves them in the country.",7.1,85509,4000000.0,35452658.0,35459543.0,66.0,125.0,109.0
13798,tt0065462,Beneath the Planet of the Apes,Beneath the Planet of the Apes,1970,1970-07-24,"Action, Adventure, Sci-Fi",95,USA,English,Ted Post,"Paul Dehn, Mort Abrahams",Twentieth Century Fox,"James Franciscus, Kim Hunter, Maurice Evans, Linda Harrison, Paul Richards, Victor Buono, James Gregory, Jeff Corey, Natalie Trundy, Thomas Gomez, Don Pedro Colley, David Watson, Tod Andrews, Eldon Burke, Gregory Sierra",The sole survivor of an interplanetary rescue mission searches for the only survivor of the previous expedition. He discovers a planet ruled by apes and an underground city run by telepathic humans.,6.1,39595,3000000.0,18999718.0,18999718.0,46.0,168.0,64.0
13993,tt0065988,Little Big Man,Little Big Man,1970,1971-07-30,"Adventure, Comedy, Drama",139,USA,English,Arthur Penn,"Thomas Berger, Calder Willingham",Cinema Center Films,"Dustin Hoffman, Faye Dunaway, Chief Dan George, Martin Balsam, Richard Mulligan, Jeff Corey, Aimee Eccles, Kelly Jean Peters, Carole Androsky, Robert Little Star, Cal Bellini, Ruben Moreno, Steve Shemayne, William Hickey, James Anderson","Jack Crabb, looking back from extreme old age, tells of his life being raised by Native Americans and fighting with General Custer.",7.6,31084,15000000.0,31559552.0,31559552.0,63.0,119.0,58.0
14003,tt0066011,Love Story,Love Story,1970,1971-04-16,"Drama, Romance",100,USA,English,Arthur Hiller,Erich Segal,Paramount Pictures,"Ali MacGraw, Ryan O'Neal, John Marley, Ray Milland, Russell Nype, Katharine Balfour, Sydney Walker, Robert Modica, Walker Daniels, Tommy Lee Jones, John Merensky, Andrew Duncan, Charlotte Ford, Sudie Bond, Julie Garfield",A boy and a girl from different backgrounds fall in love regardless of their upbringing - and then tragedy strikes.,6.9,27788,2200000.0,106397186.0,106397186.0,84.0,167.0,50.0
14145,tt0066434,THX 1138,THX 1138,1971,1971-03-11,"Drama, Sci-Fi, Thriller",86,USA,English,George Lucas,"George Lucas, George Lucas",American Zoetrope,"Robert Duvall, Donald Pleasence, Don Pedro Colley, Maggie McOmie, Ian Wolfe, Marshall Efron, Sid Haig, John Pearce, Irene Cagen, Gary Alan Marsh, John Seaton, Eugene I. Stillman, Jack Walsh, Mark Lawhead, Robert Feero","In the twenty-fifth century, a time when people have designations instead of names, a man, THX 1138, and a woman, LUH 3417, rebel against their rigidly controlled society.",6.7,45363,777000.0,2437000.0,2437000.0,75.0,223.0,85.0
14335,tt0066999,Dirty Harry,Dirty Harry,1971,1972-07-14,"Action, Crime, Thriller",102,USA,English,Don Siegel,"Harry Julian Fink, Rita M. Fink",The Malpaso Company,"Clint Eastwood, Harry Guardino, Reni Santoni, John Vernon, Andrew Robinson, John Larch, John Mitchum, Mae Mercer, Lyn Edgington, Ruth Kobart, Woodrow Parfrey, Josef Sommer, William Paterson, James Nolan, Maurice Argent","When a madman calling himself ""the Scorpio Killer"" menaces the city, tough as nails San Francisco Police Inspector ""Dirty"" Harry Callahan is assigned to track down and ferret out the crazed psychopath.",7.7,134515,4000000.0,35976000.0,35976000.0,90.0,338.0,136.0
14363,tt0067065,Escape from the Planet of the Apes,Escape from the Planet of the Apes,1971,1971-08-13,"Action, Sci-Fi",98,USA,English,Don Taylor,"Paul Dehn, Pierre Boulle",Twentieth Century Fox,"Roddy McDowall, Kim Hunter, Bradford Dillman, Natalie Trundy, Eric Braeden, William Windom, Sal Mineo, Albert Salmi, Jason Evers, John Randolph, Harry Lauter, M. Emmet Walsh, Roy Glenn, Peter Forster, Norman Burton","The world is shocked by the appearance of three talking chimpanzees, who arrived mysteriously in a U.S. spacecraft. They become the toast of society, but one man believes them to be a threat to the human race.",6.3,30017,2500000.0,12348905.0,12348905.0,69.0,107.0,62.0
14458,tt0067328,The Last Picture Show,The Last Picture Show,1971,1972-11-10,Drama,118,USA,English,Peter Bogdanovich,"Larry McMurtry, Peter Bogdanovich",Columbia Pictures,"Timothy Bottoms, Jeff Bridges, Cybill Shepherd, Ben Johnson, Cloris Leachman, Ellen Burstyn, Eileen Brennan, Clu Gulager, Sam Bottoms, Sharon Ullrick, Randy Quaid, Joe Heathcock, Bill Thurman, Barc Doyle, Jessie Lee Fulton","In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied West Texas town that is slowly dying, both culturally and economically.",8.0,38740,1300000.0,29133000.0,29146131.0,93.0,185.0,91.0
14551,tt0067588,Play Misty for Me,Play Misty for Me,1971,1972-06-16,"Drama, Thriller",102,USA,English,Clint Eastwood,"Jo Heims, Dean Riesner",The Malpaso Company,"Clint Eastwood, Jessica Walter, Donna Mills, John Larch, Jack Ging, Irene Hervey, James McEachin, Clarice Taylor, Don Siegel, Duke Everts, George Fargo, Mervin W. Frates, Tim Frawley, Otis Kadani, Britt Lind","A brief fling between disc jockey Dave Garver (Clint Eastwood) and obsessed female fan Evelyn Draper (Jessica Walter) takes a frightening, and perhaps even deadly turn when another woman, Tobie Williams (Donna Mills), enters the picture.",7.0,23723,725000.0,10600000.0,10600000.0,78.0,173.0,69.0
14691,tt0067927,Vanishing Point,Vanishing Point,1971,1971-10-22,"Action, Crime, Thriller",99,USA,English,Richard C. Sarafian,"Guillermo Cabrera Infante, Malcolm Hart",Cupid Productions,"Barry Newman, Cleavon Little, Charlotte Rampling, Dean Jagger, Victoria Medlin, Paul Koslo, Robert Donner, Timothy Scott, Gilda Texter, Anthony James, Arthur Malet, Karl Swenson, Severn Darden, Delaney & Bonnie & Friends, Lee Weaver","During the 1970s, car delivery driver Kowalski delivers hot rods in record time but always runs into trouble with the highway cops.",7.2,25234,1585000.0,12442673.0,12442673.0,61.0,172.0,105.0
14849,tt0068408,Conquest of the Planet of the Apes,Conquest of the Planet of the Apes,1972,1972-10-13,"Action, Sci-Fi",88,USA,English,J. Lee Thompson,"Paul Dehn, Pierre Boulle",Twentieth Century Fox,"Roddy McDowall, Don Murray, Ricardo Montalban, Natalie Trundy, Severn Darden, Hari Rhodes, Lou Wagner, John Randolph, Asa Maynor, H.M. Wynant, David Chow, Buck Kartalian, John Dennis, Paul Comi, Gordon Jump","In a futuristic world that has embraced ape slavery, Caesar, the son of the late simians Cornelius and Zira, surfaces after almost twenty years of hiding out from the authorities, and prepares for a slave revolt against humanity.",6.1,28493,1700000.0,9043472.0,9043472.0,49.0,104.0,66.0
14963,tt0068699,High Plains Drifter,High Plains Drifter,1973,1974-02-22,"Drama, Mystery, Western",105,USA,English,Clint Eastwood,Ernest Tidyman,The Malpaso Company,"Clint Eastwood, Verna Bloom, Marianna Hill, Mitchell Ryan, Jack Ging, Stefan Gierasch, Ted Hartley, Billy Curtis, Geoffrey Lewis, Scott Walker, Walter Barnes, Paul Brinegar, Richard Bull, Robert Donner, John Hillerman",A gunfighting stranger (Clint Eastwood) comes to the small settlement of Lago and is hired to bring the townsfolk together in an attempt to hold off three outlaws who are on their way.,7.5,46382,5500000.0,15700000.0,15706540.0,69.0,196.0,89.0
15289,tt0069704,American Graffiti,American Graffiti,1973,1974-05-31,"Comedy, Drama",110,USA,English,George Lucas,"George Lucas, Gloria Katz",Universal Pictures,"Richard Dreyfuss, Ron Howard, Paul Le Mat, Charles Martin Smith, Cindy Williams, Candy Clark, Mackenzie Phillips, Wolfman Jack, Bo Hopkins, Manuel Padilla Jr., Beau Gentry, Harrison Ford, Jim Bohan, Jana Bellan, Deby Celiz",A couple of high school grads spend one final night cruising the strip with their buddies before they go off to college.,7.4,76383,777000.0,115000000.0,115000000.0,97.0,281.0,119.0
15311,tt0069768,Battle for the Planet of the Apes,Battle for the Planet of the Apes,1973,1973-09-07,"Action, Sci-Fi",93,USA,English,J. Lee Thompson,"Pierre Boulle, Paul Dehn",Apjac International,"Roddy McDowall, Claude Akins, Natalie Trundy, Severn Darden, Lew Ayres, John Huston, Paul Williams, Austin Stoker, Noah Keen, Richard Eastham, France Nuyen, Paul Stevens, Heather Lowe, Bobby Porter, Michael Stearns","Ten years after a worldwide series of ape revolutions and a brutal nuclear war among humans, Caesar must protect survivors of both species from an insidious human cult and a militant ape faction alike.",5.5,27372,1800000.0,8844595.0,8844595.0,40.0,104.0,52.0
15684,tt0070735,The Sting,The Sting,1973,1974-03-01,"Comedy, Crime, Drama",129,USA,English,George Roy Hill,David S. Ward,Zanuck/Brown Productions,"Paul Newman, Robert Redford, Robert Shaw, Charles Durning, Ray Walston, Eileen Brennan, Harold Gould, John Heffernan, Dana Elcar, Jack Kehoe, Dimitra Arliss, Robert Earl Jones, James Sloyan, Charles Dierkop, Lee Paul",Two grifters team up to pull off the ultimate con.,8.3,225719,5500000.0,156000000.0,156000000.0,83.0,288.0,133.0
15788,tt0071115,Alice Doesn't Live Here Anymore,Alice Doesn't Live Here Anymore,1974,1975-07-11,"Drama, Romance",112,USA,English,Martin Scorsese,Robert Getchell,Warner Bros.,"Mia Bendixsen, Ellen Burstyn, Alfred Lutter III, Billy Green Bush, Lelia Goldoni, Ola Moore, Harry Northup, Marty Brinton, Dean Casper, Murray Moston, Harvey Keitel, Lane Bradbury, Diane Ladd, Vic Tayback, Valerie Curtin","A recently widowed woman is on the road with her precocious young son, determined to make a new life for herself as a singer.",7.3,19456,1800000.0,18600000.0,18600000.0,78.0,103.0,57.0
15822,tt0071206,Benji,Benji,1974,1976-12-17,"Adventure, Family, Romance",86,USA,English,Joe Camp,Joe Camp,Mulberry Square Productions,"Patsy Garrett, Allen Fiuzat, Cynthia Smith, Peter Breck, Frances Bavier, Terry Carter, Edgar Buchanan, Tom Lester, Christopher Connelly, Deborah Walley, Mark Slade, Herb Vigran, Larry Swartz, J.D. Young, Erwin Hearne",A stray dog saves two kidnapped children.,6.2,4118,500000.0,39552000.0,39552000.0,35.0,39.0,13.0
15882,tt0071360,The Conversation,The Conversation,1974,1975-04-25,"Drama, Mystery, Thriller",113,USA,English,Francis Ford Coppola,Francis Ford Coppola,The Directors Company,"Gene Hackman, John Cazale, Allen Garfield, Frederic Forrest, Cindy Williams, Michael Higgins, Elizabeth MacRae, Teri Garr, Harrison Ford, Mark Wheeler, Robert Shields, Phoebe Alexander","A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that a couple, on whom he is spying, will be murdered.",7.8,89474,1600000.0,4420000.0,4432180.0,85.0,345.0,165.0
15916,tt0071455,Earthquake,Earthquake,1974,1975-03-28,"Action, Drama, Thriller",122,USA,English,Mark Robson,"George Fox, Mario Puzo",Universal Pictures,"Charlton Heston, Ava Gardner, George Kennedy, Lorne Greene, Geneviève Bujold, Richard Roundtree, Marjoe Gortner, Barry Sullivan, Lloyd Nolan, Victoria Principal, Walter Matthau, Monica Lewis, Gabriel Dell, Pedro Armendáriz Jr., Lloyd Gough","Various interconnected people struggle to survive when an earthquake of unimaginable magnitude hits Los Angeles, California.",5.9,12827,7000000.0,79666653.0,79666653.0,56.0,172.0,72.0
15963,tt0071577,The Great Gatsby,The Great Gatsby,1974,1974-10-18,"Drama, Romance",144,USA,English,Jack Clayton,"F. Scott Fitzgerald, Francis Ford Coppola",Paramount Pictures,"Robert Redford, Mia Farrow, Bruce Dern, Karen Black, Scott Wilson, Sam Waterston, Lois Chiles, Howard Da Silva, Roberts Blossom, Edward Herrmann, Elliott Sullivan, Arthur Hughes, Kathryn Leigh Scott, Beth Porter, Paul Tamarin","A Midwesterner becomes fascinated with his nouveau riche neighbor, who obsesses over his lost love.",6.4,22344,6500000.0,20563273.0,20563273.0,43.0,148.0,45.0
16030,tt0071771,The Longest Yard,The Longest Yard,1974,1975-05-16,"Comedy, Crime, Drama",121,USA,English,Robert Aldrich,"Tracy Keenan Wynn, Al Ruddy",Paramount Pictures,"Burt Reynolds, Eddie Albert, Ed Lauter, Michael Conrad, James Hampton, Harry Caesar, John Steadman, Charles Tyner, Mike Henry, Jim Nicholson, Bernadette Peters, Pervis Atkins, Tony Cacciotti, Anitra Ford, Michael Fox","A sadistic warden asks a former pro quarterback, now serving time in his prison, to put together a team of inmates to take on (and get pummeled by) the guards.",7.1,15875,2900000.0,43008075.0,43008075.0,61.0,68.0,59.0
16178,tt0072226,The Sugarland Express,The Sugarland Express,1974,1974-11-22,"Crime, Drama",110,USA,English,Steven Spielberg,"Hal Barwood, Matthew Robbins",Universal Pictures,"Goldie Hawn, Ben Johnson, Michael Sacks, William Atherton, Gregory Walcott, Steve Kanaly, Louise Latham, Harrison Zanuck, A.L. Camp, Jessie Lee Fulton, Dean Smith, Ted Grossman, Bill Thurman, Ken Hudgins, Buster Daniels",A woman attempts to reunite her family by helping her husband escape prison and together kidnapping their son. But things don't go as planned when they are forced to take a police hostage on the road.,6.8,14187,3000000.0,7500000.0,7504841.0,65.0,71.0,64.0
16198,tt0072271,The Texas Chain Saw Massacre,The Texas Chain Saw Massacre,1974,1976-12-31,Horror,83,USA,English,Tobe Hooper,"Kim Henkel, Tobe Hooper",Vortex,"Marilyn Burns, Allen Danziger, Paul A. Partain, William Vail, Teri McMinn, Edwin Neal, Jim Siedow, Gunnar Hansen, John Dugan, Robert Courtin, William Creamer, John Henry Faulk, Jerry Green, Ed Guinn, Joe Bill Hogan",Two siblings and three of their friends en route to visit their grandfather's grave in Texas end up falling victim to a family of cannibalistic psychopaths And must survive the terrors of leatherface and his family.,7.5,125340,300000.0,30859000.0,30859000.0,75.0,901.0,243.0
16204,tt0072288,Thunderbolt and Lightfoot,Thunderbolt and Lightfoot,1974,1974-11-08,"Comedy, Crime, Drama",115,USA,English,Michael Cimino,Michael Cimino,The Malpaso Company,"Clint Eastwood, Jeff Bridges, Geoffrey Lewis, Catherine Bach, Gary Busey, Jack Dodson, Eugene Elman, Burton Gilliam, Roy Jenson, Claudia Lennear, Bill McKinney, Vic Tayback, Dub Taylor, Gregory Walcott, Erica Hagen","With the help of an irreverent young sidekick, a bank robber gets his old gang back together to organize a daring new heist.",7.1,20634,2200000.0,21700000.0,21700000.0,62.0,108.0,87.0
16209,tt0072308,The Towering Inferno,The Towering Inferno,1974,1975-05-30,"Action, Drama, Thriller",165,USA,English,John Guillermin,"Richard Martin Stern, Thomas N. Scortia",Twentieth Century Fox,"Steve McQueen, Paul Newman, William Holden, Faye Dunaway, Fred Astaire, Susan Blakely, Richard Chamberlain, Jennifer Jones, O.J. Simpson, Robert Vaughn, Robert Wagner, Susan Flannery, Sheila Allen, Norman Burton, Jack Collins","At the opening party of a colossal, but poorly constructed, office building, a massive fire breaks out that threatens to destroy the tower and everyone in it.",6.9,36470,14000000.0,116000000.0,116000000.0,69.0,220.0,106.0
